perfil,recorte_pension,perdida_anual,npv_perdida_pension
P1,0.20799999999999996,9359.999999999998,95789.35445860543
P2,0.1907692307692308,8584.615384615387,87854.14166321805
P3,0.20799999999999996,9359.999999999998,95789.35445860543
